cod;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
1701051;6794;8395;9403;10334;11818;14398;15985;25339;25223;20737;22557;28697;30573
1701101;10268;14855;18799;16882;16677;18909;22731;30363;32141;47884;51983;59320;72738
1701309;13940;18986;19734;21536;24535;22969;25455;30946;34844;40141;42748;49741;53152
1701903;14299;17751;18883;20972;21321;23242;27230;32645;37094;45328;52350;58672;69112
1702000;37189;48683;50459;52854;57389;64121;73269;84412;97398;102934;113535;121562;138326
1702109;653464;764903;884199;974523;1114126;1201391;1466467;1695273;1980668;2139828;2434281;2887139;3053585
1702158;11990;17083;20197;20935;21046;23461;28523;33149;37212;41164;44861;50347;52834
1702208;61993;72217;77798;82542;96553;105253;125459;141597;193361;202268;230764;286238;304592
1702307;26482;31688;33054;34445;36438;40477;44667;51879;54103;62901;72325;78412;86767
1702406;34443;42245;43676;45455;53779;57559;69617;105839;117229;102544;120303;157478;137357
1702554;30577;39171;42470;48388;58804;65166;79699;88956;101686;118462;137688;165829;171442
1702703;9294;10341;10503;10971;11630;14761;18229;20893;21789;24915;27212;31699;33885
1702901;19739;23247;23735;24576;28049;35248;40252;47490;52291;58117;64913;79718;83100
1703008;18001;23139;24084;26679;30202;37555;44107;55080;58612;61868;61026;84676;90148
1703057;15497;21777;32912;24562;24627;26532;40759;40203;45296;70020;56894;83175;90841
1703073;5803;8502;9281;11771;13439;14138;17899;20491;25458;30163;38544;44373;50186
1703107;17119;20675;21312;22519;23844;27823;33391;36475;38099;46217;46669;53920;55294
1703206;16741;20555;21335;21866;23518;27242;33068;37186;37848;41943;46469;50558;54351
1703305;7850;10677;12529;13179;11688;14606;19848;25409;28849;32780;44726;45052;70969
1703602;6948;8514;12603;14749;13888;16881;17496;20723;18970;21270;26582;31570;34677
1703701;16971;23082;31843;25856;24960;32528;37302;45022;48612;64337;68074;77799;89433
1703800;14286;18260;21152;20874;24435;29106;33649;39384;49310;53910;57977;66688;68085
1703826;4494;5608;6191;6572;7672;8601;10007;11586;13097;13908;15112;17929;21536
1703842;38548;75858;77434;83029;65849;93983;126804;147049;161233;205546;276422;286958;321029
1703867;14760;19215;23807;36229;38660;43541;52899;56955;63927;91632;102874;127304;186584
1703883;6980;8941;9376;9743;11375;12984;16229;18719;20878;22854;24400;30244;32907
1703891;5839;7948;8896;9864;11361;12087;13681;16387;19058;21246;23420;27368;29078
1703909;10781;13086;16465;16517;16454;17862;22780;27266;28715;34014;42863;56380;66601
1704105;5164;6340;7851;8769;9475;11536;15044;14800;15279;17161;20555;20081;24631
1704600;4009;5298;5303;5606;5749;6562;7861;9703;11127;12499;13609;15411;17136
1705102;8495;11591;11748;13957;15087;18206;24166;27128;27637;31174;40865;43802;56452
1705508;124418;156004;163929;182194;242367;272021;260849;271609;314491;351447;406845;472128;521136
1705557;10986;14373;15141;15767;18119;22088;26227;27684;29499;36548;39796;47370;50212
1705607;10372;11960;12375;16775;14776;17289;20266;22725;25437;28013;30448;35732;37670
1706001;9214;11211;11951;13437;17976;25892;31367;37146;38466;40695;47330;55500;58579
1706100;28139;33768;34695;34221;34671;36313;47377;52729;54393;61109;67725;82712;86582
1706258;7148;17391;9315;9659;10444;11236;12367;15606;18920;20520;24688;25061;29493
1706506;10055;13467;17100;21554;21239;23645;31198;36271;39959;45196;54386;66302;70223
1707009;52785;63279;92372;89810;99394;174189;204726;191432;264357;280644;306192;312851;367744
1707108;18523;21682;22716;25141;30754;35028;40575;46123;51343;59753;66497;73311;80686
1707207;18327;22949;22362;22155;25392;28325;35116;43460;46594;54146;58790;69386;70155
1707306;24026;44687;39500;32122;29659;32525;44798;51818;55729;68883;70078;78199;91715
1707405;13710;17311;19170;23180;26394;27105;31106;37463;44966;52421;59145;68008;69235
1707553;14830;17480;18758;19868;21073;24497;27025;30732;33906;37425;37691;43961;52290
1707652;25709;38217;42296;44292;43280;46592;61761;59871;69695;83429;106076;118029;135156
1707702;17982;23158;23990;27734;31225;35750;42241;50151;59687;61691;69463;78516;85440
1708205;110456;178671;146736;127047;115789;131880;162295;188139;214558;234202;259929;325638;324854
1708254;16637;24426;31147;32284;41980;55306;58118;64710;59252;68689;79394;104411;121510
1708304;11701;15364;15051;15037;16263;19584;24830;30476;33663;37130;40083;46538;51325
1709005;18235;24025;27742;36078;34319;41118;61053;61354;77204;82117;107145;111081;130064
1709302;79277;97043;114077;126448;139492;166809;225890;248891;277727;322618;349655;414598;464702
1709500;398586;482978;511339;586267;659979;751218;857430;944022;1234374;1259857;1468283;1616666;1683201
1709807;4119;4971;5125;6269;7447;8779;14636;16130;15536;20870;24958;27536;30990
1710508;16443;19139;22821;23755;25400;30144;33753;42079;49459;53493;59190;71812;78337
1710706;13798;16495;17530;18696;20523;21823;23622;30716;33169;41320;40445;42853;46228
1710904;7245;9645;11338;13893;14878;16101;27417;30469;29689;32554;37936;48080;59210
1711100;10120;13042;12919;12517;12954;16695;20926;24257;22390;25457;27516;30359;33786
1711506;10566;14532;13988;14853;16760;19543;23651;25908;26878;31748;33844;38722;42388
1711803;6210;7388;7876;8023;8750;9072;10809;13094;14853;16229;17744;20055;21278
1711902;50091;91515;94735;72276;69804;88423;137973;153939;170220;204658;260998;329552;433354
1711951;5207;6341;6870;7765;9559;11712;14882;16168;17744;21864;22791;28513;30879
1712009;13524;14553;18468;19259;21558;20253;21953;24533;29084;30949;35119;43321;47376
1712157;9829;26246;14357;18143;16513;16532;20591;25984;29817;55197;52727;76562;57844
1712405;6835;8133;7940;8490;9750;11242;13485;15727;18046;19597;21711;24965;27007
1712454;7272;8744;9058;11053;12205;15502;17209;18589;20334;22805;24009;36436;29464
1712504;12904;17719;19707;19562;20612;23402;28282;33555;34235;40835;44316;60716;66029
1712702;9847;22179;28047;27795;24741;28451;55986;93311;49394;79636;79681;125520;168402
1712801;5832;7239;7878;9244;11015;12209;15004;16087;16974;18698;20786;24742;26287
1713205;227431;273513;267160;272879;230545;293315;420642;415065;411917;427505;489447;417036;393507
1713304;39017;51209;48851;52275;57283;63384;68479;83657;109323;116524;120793;146539;168176
1713601;16016;18020;25200;26149;23818;28961;46733;56031;54331;67588;72954;81918;118722
1713700;5669;8113;7834;7805;8354;9097;12180;13386;15467;18725;20538;24667;27924
1713809;10239;13631;14304;14622;17460;18456;24489;32947;44504;64961;43085;56546;53095
1713957;9471;11920;12065;12496;12965;15754;19040;21882;24677;27275;28936;31596;34986
1714203;26073;30918;32547;37898;43626;46596;59939;61416;66308;80042;81544;112952;109375
1714302;10408;12937;13757;15123;16873;16823;17748;22084;23850;26190;30431;36246;39009
1714880;37035;49697;54776;80009;109376;126175;105223;127587;146027;175356;195961;216544;224550
1715002;9812;12634;11715;11277;12887;15319;18450;22358;22874;24674;27753;30301;38735
1715101;7324;9208;10032;10821;12697;16581;17940;20961;21270;27493;28888;32819;37565
1715150;6194;7099;7598;7879;8867;9609;11386;12785;14875;16543;18076;20958;21671
1715259;6684;8119;19227;9900;10298;12285;15920;38284;53714;50037;51584;26038;26937
1715507;3818;5370;5034;6026;6406;7092;8661;9714;11238;12234;14045;17283;18817
1715705;10189;12187;11902;13657;16283;65892;39256;32885;32944;44212;47091;60370;67951
1715754;23336;28412;26257;29710;31532;43291;54982;58499;60013;66062;72530;85374;93417
1716109;187686;250261;274870;306759;358025;419492;430255;479138;570080;643407;764693;841620;926532
1716208;20717;27154;27104;31145;34316;41222;49489;88611;199268;199032;301799;255093;172711
1716307;11201;15075;14845;15842;16944;20281;25386;28770;37199;37629;43027;48368;50278
1716505;59114;79645;89202;81253;70682;90376;140356;162402;175468;323050;345733;420242;701436
1716604;45086;125284;262705;143023;120957;308586;362103;349530;421892;445361;506273;511246;389193
1716653;12959;17330;17525;18176;20185;22131;26948;32132;35158;39594;43244;49021;56604
1716703;32659;36760;38783;37913;44580;49176;53616;62863;65867;77873;81906;96698;101973
1717008;13238;16124;12885;12729;14313;16208;19824;25079;27275;30903;33522;38520;41885
1717206;10040;12973;12941;14714;15662;15088;19324;22973;22920;27347;28910;34205;39850
1717503;25342;33579;29275;28756;27795;36911;44025;50913;58395;63949;74048;80496;99009
1717800;8810;11013;11460;12817;14835;18519;20576;21808;22416;24842;29495;34672;35742
1717909;16554;19913;22042;21955;24373;28527;32085;38362;41895;47511;52354;59151;70527
1718006;5933;7316;8395;8885;9232;11362;13217;14747;16061;17526;19965;22536;24504
1718204;200201;220450;237238;252884;329803;334917;401109;448791;550115;699645;866502;923421;1120815
1718303;11030;13124;14502;16514;20022;22264;26487;31243;35356;41503;47479;52995;55072
1718402;12360;14486;17681;19495;19102;24344;35723;38039;40119;51185;54359;72122;41859
1718451;11744;15018;16355;18058;19158;20870;24498;36109;45687;31467;30238;38344;49163
1718501;6558;7904;8544;9464;11426;13493;16633;19256;21002;25618;27466;30677;32947
1718550;7831;10572;11132;12296;13419;14970;17494;20243;24035;28411;30563;36388;37699
1718659;3988;6152;6323;7601;7700;8243;11056;12064;11848;11549;12816;15267;16908
1718709;7930;10705;11532;13337;11951;12986;24652;27765;25884;23276;25289;27165;41161
1718758;10186;12908;15346;15227;17392;21786;24272;28816;31834;36775;40344;46332;49691
1718808;5344;7043;5833;8621;9505;14563;16739;18165;19061;21395;23910;27399;28502
1718840;12627;16781;17654;17387;18456;20745;27050;29798;32763;37931;41454;47504;52212
1718865;18431;23991;25629;28253;31085;32955;39459;50542;54764;59584;65355;77117;85225
1718881;5387;6725;10123;12969;12308;15678;21169;17086;19746;21850;24538;32539;36519
1718899;11382;47548;18599;12652;15406;18395;22505;22751;22946;24764;28556;32596;41915
1718907;11686;17778;23349;23005;21139;23643;30467;40615;42419;55331;65131;76075;93429
1719004;6559;7278;7904;8995;8780;9989;11638;17870;16502;18038;19935;22415;23039
1720002;5165;6426;7235;7695;8927;9417;11524;13286;14703;15326;16197;22676;25449
1720101;6392;7416;8853;8306;9290;14431;16795;19574;22708;25060;31224;34669;38424
1720150;3655;6849;5100;6866;6352;6931;8104;10505;11117;12082;12647;14055;13840
1720200;12691;15194;16868;19045;22718;27901;37109;41375;45731;51247;56486;69378;74580
1720259;7199;12300;19824;13479;68129;108549;45322;31726;31646;20839;22803;25810;26640
1720309;7053;8304;9580;10563;13653;15564;16456;18680;21422;25113;28432;33802;36383
1720499;14002;18476;19246;22078;24267;26569;34414;37865;36556;37138;40926;54167;74543
1720655;12394;17504;29330;25678;21053;28576;45654;46790;46900;73931;81055;78217;105938
1720804;16750;19695;20401;23611;29702;32386;35806;40878;43776;51216;56060;65038;55892
1720853;6587;10285;14221;13071;10470;13358;17953;20314;20788;27023;34936;37139;46091
1720903;40177;50916;55672;58395;66978;74874;89836;97398;110350;144029;153236;193306;209619
1720937;4544;5451;5407;5825;6286;8752;10021;10800;12508;13390;14720;17366;18763
1720978;11260;17049;16482;16802;18068;18759;25708;29032;36606;36234;42917;48192;59787
1721000;1303585;1401497;1511958;1721828;2036252;2336093;2770087;3149045;4102952;4407184;4886729;5794789;6544297
1721109;11168;13010;13182;16076;19107;22246;25207;29117;31115;37154;43215;47927;49193
1721208;59738;68051;72807;77672;89276;96123;107123;121206;140542;163002;180524;210670;225994
1721257;5982;11821;18416;16460;11161;13461;21256;27155;26071;27997;50327;79472;68129
1721307;4439;5688;6820;7906;8718;25824;26049;16080;21176;16959;26538;21891;26036
1722081;30184;38163;51353;55857;73112;88048;97617;64711;80223;99374;99233;125772;142686
1722107;35746;42606;45867;49782;53329;58862;75644;123774;230192;274785;245287;286393;320723
2100055;676329;836471;920588;1061040;1415190;1245953;1130193;1064802;1012037;1118520;1299490;1567270;1841292
2100105;6115;7543;8628;8130;8911;10990;13321;16015;17247;21081;23330;27805;36450
2100154;10862;13121;14045;15991;20366;21666;26688;29412;32945;41380;43203;53098;61082
2100204;24161;26158;27827;33925;39360;43774;48397;55314;59900;79659;140051;87866;102603
2100303;23415;27799;31456;33297;37425;42995;63155;74829;77638;91434;102171;114885;232868
2100402;10577;14290;15147;17265;19188;20621;28808;26062;30450;36217;39630;45859;55935
2100436;30338;37689;36753;40152;56385;52730;72529;83590;97105;109427;143848;164804;203983
2100477;46237;51032;61126;63381;73057;78298;95502;98626;97762;117278;125138;134434;139753
2100501;25309;54139;54222;61077;49173;56080;104734;134310;131202;152707;212652;248823;288075
2100550;8860;9718;11100;11037;12684;14761;18990;21646;21934;24680;29018;31556;36247
2100600;48789;64255;72299;73909;88282;100579;118469;114390;129545;142057;171111;195083;228856
2100709;27897;34945;38253;44254;49264;52758;69075;73849;82435;98864;110149;127903;145440
2100808;17066;26155;33390;31380;43421;39780;79454;73583;72977;96654;78421;107057;129967
2100832;12407;14554;16923;19907;23970;26169;28666;37002;38630;48608;56628;74032;89400
2100873;16632;18384;18186;17696;19344;21869;25413;28313;35983;41284;44634;56314;63240
2100907;48420;57627;62900;65640;73093;83498;114245;146469;142220;166584;174437;189003;222093
2100956;45029;52950;54226;55225;59439;68196;84939;88156;104208;127550;146794;160678;181665
2101004;38218;45082;51863;54748;63200;66410;94417;97889;111985;143259;149321;169379;202915
2101103;12405;14618;14439;16341;19760;20522;29210;35456;31826;38824;43875;53566;59340
2101202;241230;289526;327862;366836;418398;455592;567238;604030;607057;649420;753544;880682;1066694
2101251;50204;68305;87010;103140;96696;119508;178274;103447;166513;292099;283607;264817;390761
2101301;14884;16530;18803;20533;25401;28933;35984;41783;43405;52360;61878;77107;87169
2101350;6779;7806;8631;8874;10430;11338;12650;14883;15538;22711;23978;22438;27944
2101400;475359;656999;834838;952726;805671;839914;1290209;1412163;1438810;1538704;2083184;2525749;2918687
2101509;27451;30957;31270;45040;43725;48210;63083;76448;80646;96156;111130;130597;168536
2101608;130722;143810;166120;181857;208751;214259;298783;312330;309790;381460;443741;495957;586097
2101707;63012;71237;79884;96480;115857;140026;168870;187083;196705;239702;270422;317002;380737
2101731;6980;9215;11255;11553;14213;14961;21327;19329;20543;33967;29261;28215;36328
2101772;11235;12881;13980;17799;21833;23675;28820;30004;41186;41650;45710;52078;64488
2101806;9649;12654;14732;13231;12583;13953;19763;16624;18881;20978;21380;25677;29525
2101905;18221;22120;31884;34575;37897;41278;49853;55902;56247;69456;69568;76447;87870
2101939;9905;11283;12674;13029;15909;17794;21679;23696;26190;30869;33048;39099;46928
2101970;9242;16537;13750;13318;14108;16505;21110;24577;27914;31868;35768;38061;47387
2102002;48320;62179;72453;88442;102592;109977;132004;138857;156660;178925;183727;219672;246786
2102036;31339;40565;45004;51314;56032;66693;94785;100041;123547;150370;178860;206777;222991
2102077;17427;21933;24622;25647;29939;33315;47825;43085;46840;53226;61182;65701;75215
2102101;55488;77145;74620;69811;93587;95931;144337;141450;134500;168753;171511;219982;256862
2102150;13892;16470;19332;16339;25078;27466;46672;32204;38643;43509;38258;44160;45653
2102200;34587;44577;54590;52124;65731;72613;146811;103945;91132;126486;118908;130280;156497
2102309;28830;34425;40566;42508;47083;47715;59078;68164;70059;79162;87180;97853;120994
2102325;77762;96715;100963;121036;149200;179645;207251;224031;244982;308585;345258;386281;439124
2102358;19484;25017;27894;27875;31243;32643;40387;42453;44970;50177;51500;64214;72081
2102374;7632;10027;11465;12300;14734;16124;20263;23183;25260;29894;32748;37388;47427
